id,url,title,companyName,datePosted,location,salary,workFromHome,Arbetszeit,Softskils,Hardskils,Arbeitsbedingungen,branche,verantwortlichkeiten,sprache,Greed,home_work,textSnippet
13019889,https://www.stepstone.de/jobs--HR-Administrator-m-f-d-Schwabmuenchen-Ritter-GmbH--13019889-inline.html?rltr=510_10_25_seorl_m_0_0_0_0_0_0,HR Administrator (m/f/d),Ritter GmbH,2025-09-16,Schwabmünchen,,0,['Vollzeit'],[],[],[],[],[],[],[],['Ofice Work'],"Ritter GmbH * Schwabmünchen * Feste Anstellung * Vollzeit - Sei einer der ersten Bewerber - Ritter – part of Avantor - ist auf der Suche nach einer Person, die als HR-Administrator (m/w/d), unsere Mitarbeitenden an unserem Produktionsstandort in Schwabmünchen engagiert unterstützt. Als Teil unseres 5-köpfigen lokalen HR-Teams werden Sie als erster Ansprechpartner für und fungieren und diese bei der operativen Durchführung der Personaladministrationsaufgaben unterstützen. Um bei uns erfolgreich zu sein, is es von essentieller Wichtigkeit, Spaß daran zu haben, mit verschiedenen Stakeholdern zu interagieren, in diversen Personalprozessen zu unterstützen und jederzeit als Vorbild in Bezug auf unsere Werte zu agieren. Hierbei handelt es sich um eine Vollzeitstelle in Schwabmünchen. Wenn Sie Erfahrungen in Personaladministration und Freude im Umgang mit Menschen haben – mel"
12970017,https://www.stepstone.de/jobs--Personaldisponent-m-w-d-Hamburg-Marador-GmbH--12970017-inline.html?rltr=511_11_25_seorl_m_0_0_0_0_1_0,Personaldisponent (m/w/d),Marador GmbH,2025-09-19,Hamburg,,2,['Vollzeit'],[],[],[],['Elektro'],['Recruiting'],['Deutsch'],[],['Home Work'],"Marador GmbH * Hamburg * Feste Anstellung * Homeoffice möglich, Vollzeit - Schnelle Bewerbung - Über Uns - Als spezialisierter Personaldienstleister im Bereich Elektrotechnik agieren wir täglich als Bindeglied zwischen Elektrofachkräften und Handwerks- bzw. Industrieunternehmen. Unser internes Team, bestehend aus 45 Mitarbeitenden setzt sich täglich dafür ein, die ideale Verbindung zwischen talentierten Elektrikern und Unternehmen herzustellen und somit den Weg für erfolgreiche Karrieren und unternehmerische Erfolge zu ebnen. Unser Ziel ist es, ständig neue Mitarbeitende zu gewinnen und Kunden deutschlandweit von unseren Leistungen zu begeistern. Für unseren Standort in Hamburg suchen wir aktuell Personaldisponenten (m/w/d). - Interne Stelle, keine Vermittlung - Deine Aufgaben * Recruiting: Unterstützung im gesamten Rekrutierungsprozess, von der Kandidatensuche bis zu"
12996593,https://www.stepstone.de/jobs--HR-Business-Partner-w-m-d-Backnang-db-audiotechnik-GmbH-Co-KG--12996593-inline.html?rltr=512_12_25_seorl_m_0_0_0_0_0_0,HR Business Partner (w/m/d),d&b audiotechnik GmbH & Co. KG,2025-09-25,Backnang,,2,['Vollzeit'],[],[],[],[],['Beratung'],[],[],['Home Work'],"d&b audiotechnik GmbH & Co. KG * Backnang * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Besser zu d&b: Als HR Business Partner (w/m/d). Als HR Business Partner (w/m/d) bei d&b findest du die richtigen Voraussetzungen, um dich beruflich wie persönlich weiterzuentwickeln. Geografisch, weil wir international aufgestellt sind. Fachlich, weil wir uns in der Pro-Audio-Branche den Spitzenplatz erarbeitet haben, die internationalen Standards setzen und unser Wissen und Können gerne mit dir teilen. Und persönlich, weil du bei d&b zusammen mit soundverrückten Kollegen die Zukunft von Musik, Klang und Technik gestalten kannst. Wie klingt das für dich? Hoffentlich so gut wie unsere Audio-Lösungen. Deine Aufgaben * Strategische und operative Beratung von in allen personalrelevanten Fragestellungen"
13056614,https://www.stepstone.de/jobs--HR-Business-Partner-m-w-d-Ulm-ulrich-GmbH-Co-KG--13056614-inline.html?rltr=513_13_25_seorl_m_0_0_0_0_0_0,HR Business Partner (m/w/d),ulrich GmbH & Co. KG,2025-09-25,Ulm,,0,['Vollzeit'],[],[],[],"['Gesundheit', 'Medizintechnik']","['Ansprechperson', 'Onboarding']",[],[],['Ofice Work'],"ulrich GmbH & Co. KG * Ulm * Feste Anstellung * Vollzeit - Sei einer der ersten Bewerber - Job-Nummer: req264 - Bei ulrich medical begeistern wir uns für die Gesundheit und die Lebensqualität von Menschen. Teilen Sie unsere Leidenschaft für Medizintechnik und widmen Ihre Energie gerne der Entwicklung und Vermarktung innovativer Produkte? Dann kommen Sie zu ulrich medical. Es erwartet Sie ein Unternehmen, in dem der Mensch im Mittelpunkt steht und Teamgeist gelebt wird, ein dynamisches Umfeld mit vielen Möglichkeiten sich beruflich und persönlich weiterzuentwickeln. Hier sind Sie gefragt * Sie sind erste Ansprechperson für und eines definierten Bereichs und begleiten den gesamten Employee-Lifecycle – vom Onboarding über Vergütungsthemen und organisatorische Veränderungen bis hin zum Austritt * Als HR Business Partner (m/w/d) auf Augenhöhe beraten Sie kompetent auch bei"
12980297,https://www.stepstone.de/jobs--Lohnbuchhalter-in-m-w-d-in-Teilzeit-Fussgoenheim-Frigo-Trans-GmbH--12980297-inline.html?rltr=514_14_25_seorl_m_0_0_0_0_1_0,Lohnbuchhalter/in (m/w/d) in Teilzeit,Frigo-Trans GmbH,2025-09-20,Fußgönheim,,0,['Teilzeit'],[],['datev'],[],"['Logistik', 'Pharma']","['Gehaltsabrechnung', 'Zeiterfassung']",[],[],['Ofice Work'],"Frigo-Trans GmbH * Fußgönheim * Feste Anstellung * Teilzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Als Logistik-Dienstleister der Pharmabranche stehen bei uns die Räder wortwörtlich nie still. Unsere HR-Abteilung besteht derzeit aus drei Kolleg:innen. Wir verstehen uns als Dienstleister für unser großes Frigo-Trans-Team. Wir sorgen für pünktliche Gehaltszahlungen, organisieren Weiterbildungen, verwalten die Zeiterfassung und haben immer ein offenes Ohr, wenn der Schuh drückt. Jeden Monat heißen wir neue Kolleginnen und Kollegen willkommen und nehmen sie mit auf unsere Reise durch die Welt der anspruchsvollen Pharmalogistik. Wir brauchen Verstärkung und suchen eine Fachkraft für den Bereich Abrechnung für 20 bis 30 Stunden pro Woche. Das bewegst du bei uns * Erstellung der monatlichen Gehaltsabrechnungen mit DATEV Lohn und Gehalt"
13057516,https://www.stepstone.de/jobs--Referent-Personalentwicklung-m-w-d-Frankfurt-am-Main-BAHN-BKK--13057516-inline.html?rltr=515_15_25_seorl_m_0_0_0_0_0_0,Referent Personalentwicklung (m/w/d),BAHN-BKK,2025-09-25,Frankfurt am Main,,2,['Teilzeit'],[],[],[],['Gesundheit'],['Optimierung'],['Deutsch'],[],['Home Work'],"BAHN-BKK * Frankfurt am Main * Befristeter Vertrag * Homeoffice möglich, Teilzeit - Bei uns bewegen Sie etwas! Mit mehr als 580.000 zufriedenen Versicherten ist die BAHN-BKK einer der größten betrieblichen Krankenversicherer Deutschlands. Als geöffnete, gesetzliche Krankenkasse mit Präventionsschwerpunkt verstehen wir uns als kompetente, verlässliche und innovative Gesundheitspartnerin für unsere Kunden. Frankfurt am Main - befristet bis März 2027 - Teilzeit 19 Std./Woche - Das erwartet Sie - Konzeption und Organisation - Sie konzipieren, organisieren und evaluieren Trainings, Workshops und andere Personalentwicklungsmaßnahmen. Diese führen Sie selbst durch oder stehen in engem Austausch mit externen und . Analyse und Optimierung - Sie ermitteln den Weiterbildungsbedarf unserer Mitarbeitenden, gestalten ein bedarfsgerechtes Angebot und optimieren bestehende Personalen"
12979641,https://www.stepstone.de/jobs--Assistenz-der-Abteilungsleitung-und-Sachbearbeiterin-Personalentwicklung-m-w-d-Ettlingen-Karlsruhe-VBK-Verkehrsbetriebe-Karlsruhe-GmbH--12979641-inline.html?rltr=516_16_25_seorl_m_0_0_0_0_0_0,Assistenz der Abteilungsleitung und Sachbearbeiter*in Personalentwicklung (m/w/d),VBK - Verkehrsbetriebe Karlsruhe GmbH,2025-09-20,"Ettlingen, Karlsruhe",,2,"['Vollzeit', 'Schicht']",[],[],[],['Verkehr'],[],[],[],['Home Work'],"VBK - Verkehrsbetriebe Karlsruhe GmbH * Ettlingen, Karlsruhe * Feste Anstellung * Homeoffice möglich, Vollzeit - Die Verkehrsbetriebe Karlsruhe (VBK) bieten den Menschen in der Fächerstadt ein leistungsstarkes und umweltfreundliches Mobilitätsangebot. Mit ihren Bussen und Trambahnen erbringen sie eine jährliche Leistung von mehr als zwölf Millionen Wagenkilometern und befördern dabei rund 70 Millionen Fahrgäste. Die VBK zählen mit über 1.450 Mitarbeiter*innen zu den größten Arbeitgebern in Karlsruhe. Neben dem täglichen Betrieb engagieren sich die VBK für nachhaltige Verkehrskonzepte und investieren in moderne Fahrzeugtechnologien sowie die Verbesserung der Infrastruktur. Die Geschichte des Unternehmens reicht bis ins 19. Jahrhundert zurück, als die ersten Straßenbahnen in Karlsruhe fuhren. Heute sind die VBK ein unverzichtbarer Bestandteil des öffentlichen Nahverkehr"
13030170,https://www.stepstone.de/jobs--Mitarbeiter-Payroll-HR-Aministration-m-w-d-Dresden-Radebeul-LTB-Leitungsbau-GmbH--13030170-inline.html?rltr=517_17_25_seorl_m_0_0_0_0_1_0,Mitarbeiter Payroll & HR-Aministration (m/w/d),LTB Leitungsbau GmbH,2025-09-18,"Dresden, Radebeul",,2,['Teilzeit'],[],[],[],"['Bau', 'Energieversorgung']",[],['Deutsch'],[],['Home Work'],"LTB Leitungsbau GmbH * Dresden, Radebeul * Feste Anstellung * Homeoffice möglich, Teilzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Als Unternehmen der BKW Infra Services Europa SE - Gruppe, ist die LTB Leitungsbau GmbH kompetenter Partner der Stromnetzbetreiber. Gemeinsam gestalten wir die Energieversorgung in Deutschland. Mit unserer über 100-jährigen Tradition, der Expertise und dem Engagement unserer rd. 500 Mitarbeiter sind wir zuverlässiger und anerkannter Komplettanbieter im Freileitungsbau. Unser Portfolio reicht von der Planung, Projektierung über die Errichtung bis hin zur Instandhaltung von Freileitungen im Hoch- und Höchstspannungsbereich. Werden auch Sie Teil der LTB Leitungsbau GmbH und gestalten mit uns die Energieversorgung von morgen . Das sind Ihre Aufgaben * Unterstützung bei HR-Projekten und der Digitalisierung unserer HR-Prozesse"
12949780,https://www.stepstone.de/jobs--Sachbearbeiter-m-w-d-im-Bereich-zentrale-Dienstplanung-Personalmanagement-Wiesloch-Malteser-in-Deutschland--12949780-inline.html?rltr=518_18_25_seorl_m_0_0_0_0_1_0,Sachbearbeiter (m/w/d) im Bereich zentrale Dienstplanung/Personalmanagement,Malteser in Deutschland,2025-09-16,Wiesloch,,0,[],[],[],[],[],[],[],[],['Ofice Work'],"eine abgeschlossene kaufmännische Ausbildung, idealerweise als <strong>Personalfachkaufmann</strong>/-frau oder Fachkraft für Personalmanagement, bzw. eine vergleichbare Qualifikation"
13026192,https://www.stepstone.de/jobs--Spezialist-Entgeltabrechnung-a-Stockach-Baumer-Germany-GmbH-Co-KG--13026192-inline.html?rltr=519_19_25_seorl_m_0_0_0_0_1_0,Spezialist Entgeltabrechnung (a),Baumer Germany GmbH & Co. KG,2025-09-18,Stockach,,0,['Vollzeit'],['Genauigkeit'],['Entgeltabrechnung'],[],['Bau'],['Ansprechperson'],[],['Spezialist'],['Ofice Work'],"Baumer Germany GmbH & Co. KG * Stockach * Feste Anstellung * Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Gestalte die Zukunft unserer HR-Services mit uns - Als Expert:in für Entgeltabrechnung spielst du eine zentrale Rolle bei der weiteren Professionalisierung und Digitalisierung unserer HR-Services. Du sorgst dafür, dass die Entgeltabrechnung für mehrere Werke zuverlässig, korrekt und termingerecht erfolgt – und stellst damit sicher, dass unsere HR-Prozesse höchsten Qualitätsstandards entsprechen. Mit deinem Know-how, deiner Genauigkeit und deiner IT-Affinität treibst du die digitale Weiterentwicklung unserer Services voran und bist eine geschätzte Ansprechperson für , und externe Partner. Mach den Unterschied – wir freuen uns darauf, dich kennenzulernen. * Du übernimmst die Verantwortung für die korrekte und termingerechte Durchführung der monatl"
13027199,https://www.stepstone.de/jobs--Lohn-und-Gehaltsbuchhalter-m-w-d-Ulm-steep-GmbH--13027199-inline.html?rltr=520_20_25_seorl_m_0_0_0_0_0_0,Lohn- und Gehaltsbuchhalter (m/w/d),steep GmbH,2025-09-18,Ulm,,0,[],[],[],[],[],[],[],[],['Ofice Work'],"Mehrjährige Berufserfahrung als Entgeltabrechner (m/w/d) / Payroll Specialist oder <strong>Personalsachbearbeiter</strong> (m/w/d) * Eine abgeschlossene kaufmännische Ausbildung, beispielsweise als Industriekaufmann (m/w/d), Steuerfachangestellter (m/w/d), Bürokaufmann (m/w/d), <strong>Personalfachkaufmann</strong> (m/w/d) oder vergleichbar"
12968968,https://www.stepstone.de/jobs--Sachbearbeiter-Entgeltabrechnung-w-m-d-Gelnhausen-Kreiswerke-Main-Kinzig-GmbH--12968968-inline.html?rltr=521_21_25_seorl_m_0_0_0_0_0_0,Sachbearbeiter Entgeltabrechnung (w/m/d),Kreiswerke Main-Kinzig GmbH,2025-09-19,Gelnhausen,,2,['Vollzeit'],[],['Entgeltabrechnung'],[],[],[],[],[],['Home Work'],"Kreiswerke Main-Kinzig GmbH * Gelnhausen * Befristeter Vertrag * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - WIR als Kreiswerke Main-Kinzig GmbH zählen mit mehr als 250 Beschäftigten zu einem der bedeutendsten Versorgungsunternehmen im Main-Kinzig-Kreis. In unserem Netzgebiet versorgen wir rund 130.000 Menschen mit Trinkwasser und rund 100.000 Menschen mit Strom. Außerdem schlägt unser Herz für nachhaltige Energielösungen: Innovative Produkte wie unsere PV-Lösungen sind besonders attraktiv, wenn sie den Strom zum Aufladen von E-Fahrzeugen gleich mitliefern. * Befristung: befristet 1 Jahr * Beginn: ab 01.11.2025 * Umfang: Vollzeit (39 Stunden/Woche) * Durchführen der vorbereitenden, monatlichen Entgeltabrechnung * Pflegen, Erfassen und Anpassen von Veränderungen, Abwesenheiten und Sonderzahlungen"
12970728,https://www.stepstone.de/jobs--Payroll-Specialist-m-w-d-Griesheim-ID-Logistics-Germany-GmbH--12970728-inline.html?rltr=522_22_25_seorl_m_0_0_0_0_1_0,Payroll Specialist (m/w/d),ID Logistics Germany GmbH,2025-09-19,Griesheim,,2,['Vollzeit'],[],[],[],['Logistik'],[],['Deutsch'],['Specialist'],['Home Work'],"ID Logistics Germany GmbH * Griesheim * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Über uns - ID Logistics – entwickle mit uns eine innovative Zukunft - ID Logistics ist ein schnell wachsender, internationaler Kontraktlogistikdienstleister mit einem weltweiten Umsatz von 3,3 Mrd. Euro. ID Logistics betreibt fast 450 Standorte in 18 Ländern in Europa, Nord- und Südamerika, Asien und Afrika und beschäftigt rund 42.000 Mitarbeiter, bis zu 1.500 davon in Deutschland. Mit einem ausgewogenen Kundenportfolio aus Handel, Industrie, Detail-Kommissionierung, Health Care, FMCG und dem E-Commerce – Sektor, bietet ID Logistics den Kunden automatisierte und innovative Logistiklösungen. Wir setzen auf Nachhaltigkeit in unserem Handeln, Chancengerechtigkeit und Teamwork."
12662105,https://www.stepstone.de/jobs--HR-Business-Partner-m-w-d-Koeln-igusR-GmbH--12662105-inline.html?rltr=523_23_25_seorl_m_0_0_0_0_1_0,HR Business Partner (m/w/d),igus® GmbH,2025-09-25,Köln,,2,['Vollzeit'],[],[],[],"['Kunststoff', 'Druck']",[],[],[],['Home Work'],"igus® GmbH * Köln * Feste Anstellung * Homeoffice möglich, Vollzeit - Schnelle Bewerbung - Die igus GmbH ist ein inhabergeführtes Unternehmen mit Hauptsitz im Großraum Köln. Als „Hidden Champion“ sind wir ein internationaler agierender Hersteller von technischen Produkten aus Hochleistungskunststoffen. Unsere Produkte sind vielseitig und lassen sich in über 50 verschiedenen Branchen wiederfinden, darunter in der Automobilindustrie, der Raumfahrt oder im 3D-Druck. Die Kommunikation zwischen unseren weltweit über 4.600 Mitarbeiter:innen ist persönlich und unkompliziert, denn alle sind per Du. Budgets kennen wir nicht, weil wir schnell und an die jeweilige Situation angepasst entscheiden. Wir schaffen unseren Erfolg über den Erfolg unserer Kunden - nachhaltig und schon bald CO2 - neutral. Gestalte gemeinsam mit uns die Zukunft von igus: Digital Innovativ Nachhaltig"
13026817,https://www.stepstone.de/jobs--Lohn-und-Gehaltsabrechner-m-w-Wetter-Ruhr-ABUS-August-Bremicker-Soehne-KG--13026817-inline.html?rltr=524_24_25_seorl_m_0_0_0_0_1_0,Lohn- und Gehaltsabrechner (m/w),ABUS August Bremicker Söhne KG,2025-09-18,Wetter (Ruhr),,0,['Vollzeit'],[],['Entgeltabrechnung'],[],[],[],['Deutsch'],[],['Ofice Work'],"ABUS August Bremicker Söhne KG * Wetter (Ruhr) * Feste Anstellung * Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Seit 1924 ist ABUS als familiengeführtes Unternehmen weltweit einer der führenden Qualitätshersteller für Sicherheitsprodukte. Der tragende Beweis für Innovationskraft und unternehmerisches Handeln: Die Entwicklung vom Hangschlosshersteller zur Weltmarke für Sicherheitslösungen. Mit den Unternehmensbereichen Haussicherheit, Mobile Sicherheit und Objektsicherheit bietet ABUS hochwertige Markenprodukte für Zuhause und Unterwegs. An fünf deutschen Standorten sowie in mehr als 20 Niederlassungen in Europa, den USA, Lateinamerika und Asien beschäftigt ABUS ca. 4.000 Mitarbeiter. Wir suchen ab sofort einen Lohn- und Gehaltsabrechner (m/w). * Erstellung und Prüfung von Entgeltabrechnungen * Pflege der Mitarbeiterstammdaten"
13053989,https://www.stepstone.de/jobs--Junior-HR-Business-Partner-m-w-d-Lingen-ALDI-Nord--13053989-inline.html?rltr=525_525_25_seorl_m_0_0_0_0_0_0,Junior HR Business Partner (m/w/d),ALDI Nord,2025-09-25,Lingen,,0,"['Vollzeit', 'Schicht']",[],[],[],[],[],[],['Junior'],['Ofice Work'],"ALDI Nord * Lingen * Feste Anstellung * Vollzeit - Sei einer der ersten Bewerber - Die Unternehmensgruppe ALDI Nord ist einer der führenden Lebensmitteleinzelhändler. Mit einer Tradition von über 110 Jahren steht ALDI für die Erfindung des Discount-Prinzips. Unsere Mission ist es, Menschen überall und jederzeit mit dem zu versorgen, was sie für ihr tägliches Leben brauchen: qualitative Produkte zum niedrigen Preis - einfach und schnell. Dazu gehört auch, das Einkaufen für unsere Kundinnen und Kunden so einfach wie möglich zu machen. Dafür geben wir jeden Tag unser Bestes und erfinden uns immer wieder neu. Vereintes Talent und Engagement - das ist die POWER, mit der wir Erfolgsgeschichte schreiben. Europaweit in 8 Ländern mit rund 5.400 Filialen und mehr als 91.000 Mitarbeiterinnen und Mitarbeitern. Wir sind: Einfach ALDI. Powered by people. Das sind Deine Aufgaben"
12967124,https://www.stepstone.de/jobs--Payroll-Specialist-m-w-d-Nuernberg-ATP-architekten-ingenieure--12967124-inline.html?rltr=526_1_25_seorl_m_0_0_0_0_1_0,Payroll Specialist (m/w/d),ATP architekten ingenieure,2025-09-19,Nürnberg,,2,['Vollzeit'],[],[],[],['Bau'],"['Abwicklung', 'Gehaltsabrechnung']",['Deutsch'],['Specialist'],['Home Work'],"ATP architekten ingenieure * Nürnberg * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Komplexe Bauvorhaben gemeinsam planen – mit Spaß am Erfolg, mit Verantwortung für die Zukunft: Bei uns arbeiten Architekt:innen und Ingenieur:innen mit Begeisterung zusammen. Integral. Digital. Nachhaltig. In kleinen Projektteams am jeweiligen Standort in Zentral- und Osteuropa sowie im Netzwerk der gesamten Unternehmensgruppe von mehr als 1.500 Mitarbeiter:innen geben wir innovativen Ideen Raum zur Entfaltung. Das macht uns zu einem der führenden integralen Planungsbüros in Europa. Werde Teil unseres Teams und gestalte mit! Deine Aufgaben * Selbstständige Erstellung, Abwicklung und Kontrolle der monatlichen Lohn- und Gehaltsabrechnung für fest definierte Gesellschaften in Deutschland unter Berücksichtigung aller relevanten ges"
13033542,https://www.stepstone.de/jobs--Personalreferentin-HR-Business-Partnerin-w-m-d-Hamburg-Veolia-Umweltservice-GmbH--13033542-inline.html?rltr=527_2_25_seorl_m_0_0_0_0_0_0,Personalreferent*in / HR Business Partner*in (w/m/d),Veolia Umweltservice GmbH,2025-09-19,Hamburg,,2,[],[],[],[],[],[],[],[],['Home Work'],"Wir sind ein eingespieltes Team aus einer Teamleitung, zwei Personalreferentinnen und zwei <strong>Personalsachbearbeiterinnen.</strong>"
13029013,https://www.stepstone.de/jobs--Sachbearbeiter-Entgeltabrechnung-m-w-d-Fulda-meinestadt-de--13029013-inline.html?rltr=529_4_25_seorl_m_0_0_0_0_0_0,Sachbearbeiter Entgeltabrechnung (m/w/d),meinestadt.de,2025-09-18,Fulda,,0,['Vollzeit'],[],['Entgeltabrechnung'],[],['Papier'],[],[],[],['Ofice Work'],"meinestadt.de * Fulda * Feste Anstellung * Vollzeit - Sei einer der ersten Bewerber - Arbeitgeber: Papierfabrik Adolf Jass GmbH & Co. KG - Einsatzort: 36037 Fulda - For people and nature. Unter diesem Leitgedanken bietet die Jass-Gruppe Nachhaltigkeit aus einem Guss. Mit den drei Geschäftsbereichen JassFibre (Altpapier als Rohstoff), JassPaper (Wellpappenrohpapiere) und JassBoard (Wellpappen- und Kartonformate) verwirklicht das Unternehmen die Kreislaufwirtschaft. Zum nächstmöglichen Zeitpunkt suchen wir im Rahmen einer Rentennachfolge an unserem Standort Fulda/Hessen eine begeisternde und diskrete Persönlichkeit als Sachbearbeiter Entgeltabrechnung (m/w/d) Werden Sie Teil unseres Teams von rund 290 Mitarbeitenden - als Lohnprofi und Ansprechpartner für unsere zu allen Fragen rund um das Thema Entgelt. Hier macht Arbeiten Sinn. Berufliche Heimat finden. Zukunftssicher"
12970260,https://www.stepstone.de/jobs--Coordinator-Payroll-Admin-m-w-d-Duesseldorf-Komatsu-Germany-GmbH--12970260-inline.html?rltr=530_5_25_seorl_m_0_0_0_0_0_0,Coordinator Payroll / Admin (m/w/d),Komatsu Germany GmbH,2025-09-19,Düsseldorf,,2,[],[],[],[],[],[],[],[],['Home Work'],"Abgeschlossene kaufmännische Ausbildung verbunden mit einer Zusatzqualifikation als <strong>Personalfachkaufmann</strong>/-frau, Lohnbuchhalter/in o.ä. wünschenswert"
12723196,https://www.stepstone.de/jobs--Personaldisponent-Aviation-m-w-d-Stuttgart-Tempton-Personaldienstleistungen-GmbH--12723196-inline.html?rltr=531_6_25_seorl_m_0_0_0_0_1_0,Personaldisponent Aviation (m/w/d),Tempton Personaldienstleistungen GmbH,2025-09-19,Stuttgart,,0,['Vollzeit'],[],[],[],[],[],[],[],['Ofice Work'],"Tempton Personaldienstleistungen GmbH * Stuttgart * Feste Anstellung * Vollzeit - Schnelle Bewerbung - Über Tempton - Froh, dass wir 220 Niederlassungen zu unserem bundesweiten Netz zählen können. Stolz auf 9.500 Mitarbeitende bundesweit. Dankbar für rundum zufriedene Kunden und glückliche Mitarbeitende. Tempton steht für qualitative Personaldienstleistungen und -lösungen. Mehrfache Auszeichnungen als TOP – Arbeitgeber beweisen dies jedes Jahr neu. Diese Mischung aus sympathischem Familienunternehmen und der Struktur und Sicherheit eines Großunternehmens wird auch Sie begeistern. Ich weiß ja nicht, wie es Ihnen geht, aber ich arbeite in einer so modernen und sympathischen Arbeitsumgebung, dass es sich nicht immer wie Arbeit anfühlt. Für den Flughafen Stuttgart suchen wir einen Personaldisponent / Disponent / Recruiter / Personalberater (m/w/d) aus dem Bereich Aviation"
13031156,https://www.stepstone.de/jobs--HR-Business-Partner-Personalreferent-m-w-d-Bremen-Vitakraft-pet-care-GmbH-Co-KG--13031156-inline.html?rltr=533_8_25_seorl_m_0_0_0_0_0_0,HR Business Partner / Personalreferent (m/w/d),Vitakraft pet care GmbH & Co. KG,2025-09-19,Bremen,,0,['Vollzeit'],[],[],[],[],[],[],[],['Ofice Work'],"Vitakraft pet care GmbH & Co. KG * Bremen * Feste Anstellung * Vollzeit - Sei einer der ersten Bewerber - Vitakraft ist ein international führendes Unternehmen der Heimtierindustrie. Mit einer über 185-jährigen Erfahrung entwickeln und produzieren wir qualitativ hochwertige, bedarfsgerechte Produkte für eine verantwortungsvolle und artgerechte Heimtierhaltung. Mit unseren weltweit rund 1.100 Mitarbeitern in 24 Nationen vertreiben wir täglich ca. 1,2 Mio. Artikel. Unsere Dachmarke Vitakraft® ist eine der weltweit führenden Marken der Heimtierbranche. Zur Verstärkung unseres People- & Culture-Teams in Bremen suchen wir zum nächstmöglichen Zeitpunkt einen HR Business Partner / Personalreferent (m/w/d). Deine Aufgaben * Betreuung eines definierten Personalbereichs: Du bist Ansprechpartner für Mitarbeitende und Führungskräfte und übernimmst alle relevanten personalbezogene"
12949911,https://www.stepstone.de/jobs--Sachbearbeiter-in-Personal-Vertrag-fuer-das-Ressort-Service-Center-Personal-m-w-d-Berlin-Reinickendorf-Vivantes-Netzwerk-fuer-Gesundheit-GmbH--12949911-inline.html?rltr=534_9_25_seorl_m_0_0_0_0_1_0,Sachbearbeiter/in Personal Vertrag für das Ressort Service Center Personal (m/w/d),Vivantes Netzwerk für Gesundheit GmbH,2025-09-16,Berlin Reinickendorf,,2,['Vollzeit'],[],[],[],['Gesundheit'],[],['Deutsch'],[],['Home Work'],"Vivantes Netzwerk für Gesundheit GmbH * Berlin Reinickendorf * Feste Anstellung * Homeoffice möglich, Vollzeit - Schnelle Bewerbung - Mittendrin. Mitarbeiten. Gemeinsam mit angesehenen und . Wir sind der größte kommunale Klinikbetreiber Deutschlands mit über 100 Fachkliniken, Pflegeeinrichtungen und Instituten. Gestalten Sie die Gesundheitsversorgung von morgen in unserer pulsierenden Hauptstadt. Kommen Sie zu uns als Sachbearbeiter/in Personal Vertrag (m/w/d) für das Ressort Service Center Personal im Vivantes Geschäftsführungsbereich Personalmanagement zum nächstmöglichen Termin. * Ansprechpartner/in für die Personalleitungsteams vor Ort, Mitarbeiter/innen und teamintern in allen tarifanwendungsrelevanten und vertraglichen Fragstellungen * Umsetzung von arbeitsvertragsrelevanten personalwirtschaftlichen Einzelmaßnahmen vom Eintritt bis zum Austritt nach Vorgabe der "
12639553,https://www.stepstone.de/jobs--Lohnbuchhalter-DATEV-Finanzbuchhaltung-ERP-m-w-d-Schopfheim-Helmut-Seger-Elektroanlagen-GmbH--12639553-inline.html?rltr=535_10_25_seorl_m_0_0_0_0_1_0,Lohnbuchhalter - DATEV / Finanzbuchhaltung / ERP (m/w/d),Helmut Seger Elektroanlagen GmbH,2025-09-15,Schopfheim,,0,['Vollzeit'],[],[],[],"['Elektro', 'privat']","['Zeitwirtschaft', 'Ansprechperson', 'Gehaltsabrechnung']",['Deutsch'],[],['Ofice Work'],"Helmut Seger Elektroanlagen GmbH * Schopfheim * Feste Anstellung * Vollzeit - Schnelle Bewerbung - Über Seger Elektro GmbH -Gebäudetechnik -Automation -Regenerative Energien -Service - Unsere Kunden kommen aus Industrie, Gewerbe und Privat. Unser Aktionsradius befindet sich vordergründig auf der deutschen Seite des Dreiländerecks Süd-Badens. Was erwartet dich? * Du führst selbstständig die monatliche Lohn- und Gehaltsabrechnung für unsere Mitarbeitenden durch, inklusive Stundenlöhner mit Zuschlägen * Du pflegst die Personalstammdaten und verwaltest die Zeitwirtschaft * Du bist Ansprechperson für Mitarbeitende, Sozialversicherungsträger und Behörden in abrechnungsrelevanten Fragen * Du erstellst Bescheinigungen und Meldungen * Du arbeitest in der laufenden Finanzbuchhaltung mit, insbesondere im Bereich Debitoren/Kreditoren, und bereitest Monats- und Jahresabschlüsse vo"
